item_id,quantity
214600616,6
214600620,5
214600625,9
214600637,134
214600642,3
214600652,3
214600657,11
214600659,1
214600663,4
214600665,2
214600667,1
214600672,1
214600674,2
214600678,5
214600685,4
214600734,4
214600738,4
214600779,4
214600796,4
214600824,42
214600830,20
214600832,21
214600837,39
214600841,29
214600845,44
214600847,27
214600850,21
214600918,1
214600922,3
214600927,1
214600929,2
214600940,2
214600989,177
214600995,73
214600997,12
214601010,41
214601012,292
214601015,5
214601017,21
214601019,24
214601021,29
214601023,13
214601025,6
214601027,42
214601030,14
214601034,8
214601036,17
214601038,3
214601040,890
214601042,519
214601049,3
214601051,11
214601060,26
214601064,9
214601143,1
214601152,1
214601154,2
214601160,2
214601162,1
214601165,1
214601167,1
214601186,44
214601197,626
214601201,77
214601203,33
214601207,33
214601210,57
214601212,16
214601214,20
214601216,47
214601218,24
214601227,3
214601229,17
214601231,25
214601233,444
214601237,42
214601240,21
214601244,14
214601246,7
214601248,6
214601250,28
214601252,17
214601257,1
214601259,4
214601261,14
214601263,38
214601265,13
214601267,5
214601272,91
214601319,2
214601407,129
214601422,4
214601424,1
214601428,2
214601441,2
214601450,3
214601452,2
214601456,2
214601458,5
214601462,32
214601482,35
214601484,43
214601535,88
214601540,18
214601542,208
214601555,2
214601557,3
214601559,2
214601563,2
214601565,1
214601567,31
214601570,1
214601572,1
214601662,7
214601664,1
214601668,19
214601670,28
214601672,13
214601690,6
214601702,3
214601707,1
214601720,1
214601741,4
214601743,1
214601745,3
214601752,6
214601765,6
214601773,2
214601780,1
214601803,1
214601805,59
214601814,3
214602225,26
214602227,1
214602230,4
214602238,2
214602240,83
214602249,2
214602253,3
214602255,6
214602260,1
214602264,4
214602266,4
214602268,1
214602270,3
214602272,1
214602279,3
214602290,28
214602292,4
214602294,12
214602296,30
214602298,2
214602300,9
214602302,7
214602309,9
214602322,14
214602330,1
214602339,21
214602352,10
214602354,10
214602356,6
214602358,13
214602377,87
214602380,41
214602384,4
214602386,13
214602388,14
214602390,8
214602395,28
214602401,3
214602403,5
214602425,61
214602437,49
214602440,34
214602444,8
214602470,62
214602472,42
214602478,9
214602480,35
214602485,25
214602489,17
214602491,27
214602493,29
214602495,44
214602497,1
214602502,32
214602506,2
214602510,2
214602512,1
214602515,4
214602517,4
214602519,2
214602521,2
214602525,17
214602527,2
214602532,2
214602534,33
214602536,92
214602538,118
214602545,14
214602557,2
214602562,5
214602564,4
214602566,5
214602568,110
214602570,3
214602572,2
214602577,4
214602581,9
214602583,2
214602598,663
214602600,718
214602605,446
214602611,57
214602615,10
214602662,7
214602665,3
214602695,5
214602699,6
214602703,14
214602705,14
214602707,4
214602710,7
214602716,3
214602718,38
214602720,15
214602727,19
214602729,41
214602731,18
214602733,660
214602735,46
214602740,6
214602746,7
214602748,13
214602750,6
214602752,41
214602755,11
214602761,22
214602763,4
214602767,8
214602770,18
214602774,35
214602776,15
214602778,28
214602780,34
214602782,23
214602785,1
214602793,9
214602802,47
214602804,29
214602806,85
214602815,1
214602817,31
214602821,8
214602823,1
214602827,9
214602830,306
214602832,12
214602834,20
214602838,5
214602840,3
214602881,13
214603132,3
214603138,42
214603140,44
214603145,4
214606387,11
214606389,1
214606391,1
214606393,18
214606395,5
214606400,2
214606408,10
214606410,7
214606412,10
214606417,2
214606494,1
214606498,1
214606747,37
214606749,2
214606751,3
214606762,8
214606777,23
214606779,5
214606781,1
214606783,5
214606785,7
214606787,10
214606790,13
214606792,25
214606805,5
214606809,15
214606813,1
214606948,73
214606950,1
214606952,5
214606963,49
214606967,1
214606970,1
214606972,5
214606978,1
214606980,17
214607077,5
214607098,9
214607100,1
214607102,5
214607107,3
214607115,4
214607117,8
214607120,4
214607124,1
214607126,7
214607128,2
214607130,2
214607135,2
214607139,7
214607141,42
214607143,24
214607147,5
214607150,1
214607154,3
214607156,2
214607167,16
214607169,9
214607175,5
214607180,1
214607182,10
214607186,5
214607205,4
214607212,1
214607246,3
214607248,1
214607250,1
214607252,2
214607255,5
214607257,4
214607259,4
214607276,12
214607287,21
214607398,31
214607402,22
214607407,30
214607411,14
214607413,14
214607415,13
214607589,10
214607591,3
214607593,1
214607597,4
214607600,28
214607602,17
214609185,8
214609301,3
214609303,3
214609310,1
214609325,383
214609327,1
214609331,1
214609337,3
214609340,5
214609344,2
214609346,1
214609348,1
214609350,1
214609355,1
214609357,2
214609367,1
214609370,1
214609378,1
214609385,1
214609395,1
214609400,1
214609406,2
214609410,1
214609415,1
214609436,10
214609442,47
214609445,15
214609447,10
214609449,8
214609451,3
214609453,5
214609455,1
214609470,4
214609475,5
214609490,2
214609492,7
214609494,3
214609505,1
214609526,1
214609532,2
214609535,2
214609537,3
214609539,1
214609541,2
214609552,1
214609556,5
214609558,2
214609562,2
214609567,3
214609584,1
214609592,1
214609597,9
214611105,7
214611107,7
214611122,4
214611125,10
214611127,2
214611129,12
214611131,2
214611133,2
214611137,3
214611253,3
214611257,1
214611266,3
214611270,5
214611272,8
214611275,10
214611277,3
214611281,14
214611283,15
214611285,3
214611287,4
214611290,2
214611292,1
214611294,7
214611296,3
214611300,2
214611302,3
214611305,2
214611307,2
214611313,1
214611320,2
214611322,3
214611324,1
214611326,2
214611328,2
214611330,2
214611335,17
214611337,2
214611339,1
214611369,1
214611375,2
214611377,2
214611380,1
214611401,4
214611403,1
214611405,4
214611410,1
214611425,1
214611427,1
214611429,1
214611431,3
214611433,2
214611435,3
214611440,1
214611444,5
214611446,2
214611450,2
214611452,3
214611455,2
214612601,1
214612607,2
214612610,4
214612612,2
214612614,1
214612616,1
214612618,2
214612620,4
214612622,4
214612635,5
214612637,1
214612646,4
214612667,27
214612670,17
214612672,110
214612682,7
214612687,209
214612689,2
214612693,1
214612695,42
214612697,4
214612702,34
214612704,216
214612706,247
214612708,76
214612712,8
214612717,7
214612719,4
214612721,44
214612723,2
214612730,43
214612738,554
214612751,300
214612753,44
214612760,53
214612762,64
214612777,94
214612785,69
214612787,1
214612790,4
214612792,3
214612852,1
214612895,158
214612901,418
214612920,48
214612940,8
214613630,3
214613634,2
214613638,41
214613645,39
214613649,52
214613653,3
214613657,4
214613705,52
214613741,249
214613743,304
214613816,14
214613859,23
214613861,34
214613863,9
214613865,80
214613870,29
214613882,7
214613889,20
214613893,269
214613897,7
214613900,2
214613904,9
214613908,3
214613912,10
214613915,412
214613925,11
214617015,32
214620467,3
214622237,181
214627072,3
214628792,69
214628844,1
214628878,4
214628889,2
214628891,5
214628893,7
214628912,2
214628915,10
214628917,1
214628919,1
214628921,7
214628923,7
214628925,18
214628927,5
214628936,1
214628960,2
214628972,5
214629002,1
214629005,5
214629007,9
214629009,2
214629013,4
214629015,7
214629017,5
214629024,1
214629028,1
214629030,1
214629035,1
214629037,1
214629047,1
214629050,1
214629060,4
214629065,3
214629069,2
214629097,4
214629099,1
214629101,4
214629107,18
214629110,7
214629112,1
214629114,3
214629116,1
214629118,6
214629120,8
214629122,4
214629125,1
214629127,1
214629131,1
214629133,29
214629135,8
214629137,20
214629140,6
214629142,3
214629144,2
214629146,3
214629148,4
214629150,6
214629152,3
214629155,2
214629157,1
214629159,2
214629161,1
214629165,1
214629167,8
214629170,1
214629172,2
214629174,4
214629176,6
214629178,3
214629180,2
214629189,1
214629191,1
214629195,1
214629197,1
214629204,1
214629206,2
214629208,2
214629210,1
214629212,3
214629215,1
214629219,1
214629221,1
214629223,4
214629230,3
214629232,13
214629234,1
214629236,1
214629238,1
214629240,2
214629242,27
214629245,48
214629251,45
214629260,30
214629264,58
214629268,3
214629272,8
214629275,8
214629277,5
214629279,12
214629285,2
214629287,4
214629290,18
214629292,1
214629294,3
214629296,1
214629298,1
214629305,1
214629307,7
214629309,10
214629311,11
214629313,7
214629315,16
214629317,25
214629324,2
214629326,9
214629328,2
214629330,13
214629332,18
214629335,1
214629337,13
214629339,5
214629345,6
214629347,23
214629350,5
214629352,10
214629354,27
214629356,7
214629358,8
214629360,17
214629362,6
214629365,2
214629367,23
214629369,3
214629371,7
214629373,4
214629377,2
214629380,2
214629382,4
214629386,3
214629401,1
214629422,1
214629429,1
214629448,2
214629457,1
214629461,1
214629523,1
214629560,1
214629562,1
214629572,1
214629583,1
214629585,1
214629592,2
214629789,1
214629791,1
214629797,1
214629800,2
214629810,1
214629823,1
214629825,7
214629830,5
214629832,17
214629834,7
214629836,1
214629838,1
214629842,16
214629857,1
214629862,7
214629877,1
214629885,3
214629900,15
214629902,2
214629911,1
214629928,2
214629937,3
214629939,2
214629952,8
214629965,1
214629969,4
214629980,7
214629995,1
214630005,1
214630012,1
214630014,1
214630018,7
214630042,463
214630798,1
214631002,20
214631006,1
214631008,2
214631010,1
214631735,2
214631737,4
214632142,1
214632146,618
214632167,1
214632182,7
214632272,294
214632326,4
214632328,1
214632347,6
214632356,6
214632362,19
214632367,2
214632380,7
214632437,4
214632440,1
214632941,1
214632967,8
214632969,1
214632971,2
214632975,14
214633989,154
214634000,2
214635493,152
214635500,15
214635502,27
214635504,50
214635506,6
214635508,79
214635512,7
214635515,16
214635517,8
214635519,15
214635525,10
214635530,11
214636265,8
214636267,11
214636269,10
214636271,17
214636273,13
214636282,44
214636284,33
214636286,58
214636288,31
214636295,34
214636297,32
214636299,5
214636307,40
214636310,64
214636312,42
214636314,33
214636316,49
214636318,29
214636325,5
214636329,7
214636333,19
214636382,1
214636387,9
214636389,6
214636412,8
214636415,11
214636490,3
214636498,24
214636505,175
214636507,37
214636513,18
214636517,32
214636573,1
214636575,1
214636577,3
214636586,16
214636595,14
214636601,2
214636646,11
214636648,7
214636650,32
214636663,2
214636742,1
214636745,9
214636753,2
214636755,3
214636757,16
214636764,9
214636766,10
214636768,23
214636770,20
214636775,12
214636777,11
214636794,4
214637027,2
214637803,3
214637807,9
214637814,9
214637816,18
214637983,8
214638442,2
214638444,1
214638467,1
214638470,1
214638472,2
214638474,265
214638476,9
214638478,7
214638480,76
214638482,2
214638485,2
214638487,2
214638491,1
214638504,1
214638523,2
214638527,1
214638530,1
214638534,1
214638585,1
214638590,1
214638602,1
214638630,1
214638697,3
214638703,4
214638795,1
214638879,1
214638885,1
214638892,2
214638947,2
214638965,1
214638973,1
214638977,2
214638980,1
214638982,2
214638984,1
214638995,1
214639031,9
214639055,2
214639057,1
214639074,4
214639076,2
214639080,6
214639115,2
214639119,1
214639123,2
214639130,4
214639132,11
214639138,10
214639142,3
214639147,4
214639151,3
214639162,3
214639166,21
214639168,8
214639170,2
214639172,5
214639177,25
214639179,2
214639183,5
214639185,9
214639190,10
214639192,6
214639194,7
214639196,21
214639198,22
214639200,110
214639202,42
214639205,2
214639207,86
214639213,35
214639215,47
214639217,59
214639220,40
214639222,38
214639224,1
214639226,1
214639228,12
214639230,10
214639232,2
214639235,7
214639237,14
214639239,9
214639243,16
214639245,32
214639247,21
214639250,10
214639260,53
214639269,1
214639273,9
214639275,8
214639277,15
214639280,16
214639282,4
214639284,1
214639286,12
214639288,7
214639290,8
214639292,5
214639295,3
214639297,24
214639299,26
214639301,10
214639303,13
214639305,9
214639310,3
214639312,10
214639314,5
214639316,13
214639318,7
214639320,10
214639322,5
214639327,2
214639333,1
214639335,13
214639337,37
214639340,6
214639342,7
214639344,6
214639346,2
214639348,5
214639350,14
214639352,24
214639355,10
214639357,24
214639370,17
214639372,24
214639462,30
214639464,37
214639468,18
214639470,46
214639472,42
214639475,11
214639477,18
214639479,27
214639481,9
214639483,38
214639498,14
214639500,54
214639507,13
214639509,39
214639528,4
214639532,3
214639558,1
214639573,1
214639607,1
214639612,3
214639616,3
214639618,6
214639620,8
214639622,29
214639625,4
214639627,6
214639629,9
214639635,2
214639637,1
214639640,3
214639642,3
214639646,7
214639648,2
214639652,1
214639661,3
214639680,4
214639700,3
214639702,2
214639708,1
214639764,13
214639766,1
214639770,2
214639775,1
214639798,1
214639815,7
214639841,1
214639850,1
214639852,1
214639877,8
214639882,1
214639886,5
214639892,1
214639897,1
214639899,2
214639903,3
214639905,1
214639916,1
214639925,2
214639952,2
214639955,2
214639957,6
214639991,1
214640000,4
214640012,162
214640015,571
214640017,168
214640019,143
214640094,36
214640096,41
214640098,159
214640100,7
214640154,3
214640231,9
214640233,5
214640237,33
214640240,13
214640242,2
214640334,4
214640336,5
214640342,10
214640345,4
214640347,2
214640349,31
214640351,40
214640353,234
214640360,7
214640394,17
214640398,4
214640407,105
214640411,14
214640415,14
214640417,2
214640422,1
214640424,2
214640428,1
214640439,1
214640447,10
214640450,8
214640454,22
214640465,3
214640467,3
214640475,2
214640477,5
214640480,27
214640484,12
214640486,4
214640488,15
214640490,4
214640507,31
214640514,6
214640516,13
214640520,197
214640846,7
214640859,1
214640861,5
214640863,11
214640865,13
214640867,11
214640870,20
214640874,17
214640876,10
214640878,3
214640880,2
214640882,9
214640885,5
214640887,2
214640891,1
214640893,166
214640897,4
214640900,5
214640902,1
214640904,8
214640906,14
214640908,2
214641125,4
214641127,5
214641129,30
214641131,6
214641356,9
214641358,7
214641360,7
214641365,3
214641367,6
214641371,5
214641373,16
214641382,2
214641405,4
214641412,227
214641416,92
214641590,83
214641592,34
214641605,15
214641697,14
214641718,4
214641720,16
214641722,9
214641810,16
214641812,6
214641815,1
214641819,6
214641821,7
214641825,3
214641832,3
214641834,1
214641836,3
214641838,1
214641840,4
214641866,1
214641868,22
214641870,9
214641872,3
214641877,3
214641879,6
214641885,20
214641887,2
214641890,29
214641892,1
214641894,9
214641896,1
214641898,2
214641902,43
214641905,7
214641962,18
214641967,204
214641977,2
214642016,21
214642018,2
214642025,1
214642027,3
214642029,1
214642033,1
214642055,13
214642057,3
214642059,19
214642070,17
214642072,12
214642076,22
214642089,1
214642095,5
214642097,39
214642100,80
214642153,124
214642220,5
214642222,20
214642224,2
214642230,24
214642235,15
214642241,9
214642243,4
214642245,2
214642250,2
214642254,10
214642256,4
214642271,14
214642275,1
214642277,7
214642288,1
214642297,4
214642299,4
214642301,8
214642307,4
214642310,4
214642312,31
214642314,5
214642318,1
214642325,1
214642331,1
214642372,35
214642378,5
214642560,90
214642625,64
214642672,97
214642691,30
214642697,84
214642717,1
214642779,30
214642783,7
214642787,58
214642805,113
214642910,51
214642912,22
214642914,52
214642918,17
214642959,2
214642980,3
214642982,9
214643032,8
214643036,499
214643042,9
214643045,38
214643047,8
214643049,2
214643057,27
214643060,14
214643064,29
214643092,5
214643340,24
214643362,23
214643657,16
214643675,3
214643677,1
214643681,85
214643698,13
214643700,14
214643707,2
214643722,14
214643726,4
214643728,6
214643732,1
214643735,17
214643739,13
214643747,27
214643807,2
214643814,11
214643855,1
214643865,11
214643867,13
214643872,33
214643876,2
214643878,29
214643887,31
214643889,37
214643891,70
214643893,83
214643895,3
214643897,8
214643900,16
214643902,8
214643906,11
214643908,80
214643910,35
214643912,51
214643921,20
214643923,24
214643925,98
214643927,21
214643930,10
214643932,33
214643934,42
214643938,29
214643940,13
214643942,53
214643945,13
214643947,4
214643949,5
214643951,9
214643953,1
214644052,10
214644080,1
214644101,1
214644146,36
214644148,4
214644150,4
214644152,1
214644157,23
214644159,49
214644189,34
214644191,2
214644202,5
214644204,4
214644206,2
214644217,3
214644219,14
214644253,14
214644307,15
214644317,273
214644320,148
214644322,8
214644324,10
214644328,7
214644332,2
214644335,1
214644339,84
214644347,23
214644352,37
214644360,9
214644380,1
214644392,58
214644431,56
214644433,24
214644435,1
214644444,36
214644461,1
214644491,1
214644525,82
214644530,29
214644536,44
214644549,131
214644551,39
214644555,17
214644557,1
214644560,42
214644577,100
214644581,1
214644590,16
214644605,44
214644607,83
214644628,21
214644635,44
214644637,30
214644639,53
214644641,58
214644650,388
214644654,34
214644660,22
214644662,86
214644665,165
214644686,69
214644688,66
214644690,18
214644692,61
214644697,29
214644701,13
214644716,5
214644718,7
214644725,26
214644727,33
214644729,32
214644731,32
214644733,36
214644740,15
214644750,56
214644780,2
214644838,2
214644842,18
214644857,2
214644862,1
214644866,1
214644887,5
214644890,3
214644896,6
214644898,4
214644905,3
214644915,6
214644917,3
214644922,3
214644945,4
214644956,14
214644958,27
214644960,20
214644962,24
214644977,1
214644992,10
214645003,32
214645005,294
214645010,16
214645042,6
214645074,6
214645078,4
214645080,2
214645082,2
214645085,3
214645087,4
214645089,3
214645091,6
214645093,4
214645097,3
214645104,2
214645106,1
214645125,2
214645134,2
214645140,5
214645177,4
214645179,22
214645181,54
214645183,6
214645185,4
214645187,4
214645190,13
214645192,2
214645194,4
214645196,41
214645198,9
214645200,22
214645202,7
214645207,9
214645211,9
214645215,2
214645226,45
214645230,3
214645232,19
214645235,5
214645237,68
214645239,2
214645241,6
214645243,5
214645262,6
214645295,65
214645316,13
214645318,6
214645320,15
214645327,2
214645329,11
214645333,2
214645346,3
214645348,6
214645376,9
214645385,20
214645387,19
214645389,8
214645391,15
214645483,1
214645575,3
214645577,8
214645582,19
214645584,38
214645590,46
214645595,26
214645614,108
214645618,215
214645629,14
214645697,5
214645708,139
214645710,13
214645712,14
214645717,18
214645725,10
214645736,4
214645745,3
214645764,1
214645781,3
214645783,6
214645785,24
214645798,3
214645805,6
214645807,6
214645809,2
214645811,5
214645820,11
214645835,22
214645865,1
214645867,16
214645871,14
214645875,111
214645890,12
214645895,5
214645897,7
214645901,6
214645910,11
214645920,4
214645925,8
214645927,4
214645935,14
214645940,3
214645942,12
214645946,6
214645950,14
214645955,24
214645957,4
214645959,6
214645963,142
214645965,37
214645967,24
214645970,25
214645972,28
214645974,3
214645987,50
214645993,7
214646000,2
214646006,27
214646010,8
214646019,2
214646025,12
214646030,6
214646034,3
214646038,35
214646040,2
214646045,6
214646051,14
214646053,1
214646060,3
214646066,9
214646075,2
214646077,2
214646105,2
214646109,18
214646111,1
214646113,2
214646117,4
214646120,1
214646122,1
214646126,13
214646132,1
214646137,7
214646152,2
214646158,5
214646169,3
214646171,11
214646173,16
214646182,2
214646186,11
214646188,16
214646192,2
214646197,14
214646201,3
214646207,2
214646212,2
214646233,3
214646237,9
214646250,11
214646265,1
214646270,1
214646276,7
214646287,15
214646289,5
214646291,2
214646295,2
214646297,3
214646304,1
214646306,24
214646308,3
214646310,2
214646312,6
214646315,10
214646317,17
214646327,5
214646332,1
214646345,11
214646347,2
214646349,2
214646351,16
214646362,9
214646413,14
214646415,8
214646417,12
214646420,15
214646443,6
214646447,2
214646458,4
214646460,9
214646462,1
214646482,3
214646486,4
214646488,4
214646490,7
214646492,5
214646495,3
214646499,3
214646503,4
214646505,8
214646507,5
214646510,7
214646512,3
214646514,5
214646520,1
214646529,5
214646531,2
214646535,9
214646537,13
214646542,5
214646546,2
214646548,6
214646550,1
214646552,7
214646555,2
214646557,3
214646559,5
214646565,3
214646567,3
214646576,9
214646578,5
214646589,20
214646591,5
214646593,2
214646595,9
214646597,4
214646610,1
214646612,124
214646615,6
214646617,155
214646619,1
214646621,4
214646623,1
214646627,2
214646630,7
214646632,4
214646636,5
214646638,3
214646640,3
214646642,1
214646651,8
214646655,1
214646660,1
214646670,6
214646675,6
214646677,30
214646681,10
214646683,20
214646685,4
214646692,6
214646707,1
214646709,1
214646711,1
214646724,1
214646726,6
214646732,3
214646735,3
214646737,1
214646739,1
214646745,106
214646747,1
214646750,5
214646752,21
214646756,1
214646758,1
214646760,2
214646762,8
214646765,7
214646775,10
214646780,8
214646784,2
214646803,4
214646812,24
214646822,5
214646833,3
214646852,9
214646857,5
214646859,1
214646887,1
214646889,8
214646891,2
214646897,4
214646919,2
214646957,2
214646962,1
214646987,1
214646990,1
214646994,1
214646998,1
214647007,1
214647017,1
214647020,1
214647022,1
214647073,1
214647075,1
214647097,1
214647105,2
214647142,1
214647189,1
214647230,1
214647232,1
214647251,1
214647279,1
214647362,1
214647410,1
214647416,1
214647487,1
214647579,2
214647590,1
214647626,1
214647630,1
214647641,1
214647695,1
214647718,1
214647742,1
214647909,1
214647915,1
214647956,1
214648145,1
214648245,2
214648247,33
214648250,27
214648252,28
214648254,40
214648256,157
214648258,6
214648284,1
214648314,3
214648318,1
214648329,4
214648331,4
214648333,3
214648335,3
214648337,2
214648340,3
214648342,5
214648346,2
214648348,1
214648350,1
214648363,1
214648365,3
214648367,3
214648370,5
214648374,1
214648380,5
214648382,2
214648387,12
214648389,5
214648391,5
214648393,6
214648395,6
214648397,5
214648402,3
214648404,1
214648415,3
214648417,1
214648419,3
214648421,9
214648425,2
214648427,2
214648430,1
214648432,1
214648434,6
214648436,5
214648438,4
214648440,3
214648447,1
214648449,3
214648451,1
214648453,4
214648462,15
214648466,2
214648470,36
214648472,2
214648475,1
214648477,1
214648479,2
214648481,3
214648483,1
214648485,1
214648487,2
214648490,2
214648492,1
214648494,1
214648502,3
214648505,3
214648509,1
214648522,3
214648526,3
214648530,2
214648532,3
214648535,1
214648537,36
214648552,5
214648554,13
214648556,1
214648558,6
214648562,1
214648567,2
214648569,11
214648571,1
214648573,7
214648575,3
214648588,13
214648590,4
214648597,7
214648603,22
214648605,7
214649722,2
214649724,36
214649726,71
214649730,79
214649951,41
214649994,1
214650041,1
214650075,1
214650086,1
214650116,2
214650144,1
214650165,1
214650170,1
214650189,1
214650202,1
214650206,1
214650223,2
214650234,1
214650238,1
214650296,1
214650380,3
214650382,4
214650407,4
214650508,243
214650510,1
214650512,3
214650515,1
214650523,16
214650525,10
214650527,30
214650530,7
214650549,2
214650564,14
214650566,11
214650568,2
214650570,2
214650572,5
214650575,1
214650577,1
214650579,1
214650581,3
214650583,3
214650585,2
214650587,18
214650592,22
214650594,7
214650598,27
214650609,7
214650617,19
214650626,25
214650632,35
214650635,10
214650641,49
214650645,97
214650697,2
214650729,1
214650785,1
214650787,2
214650802,1
214650838,1
214650915,1
214650971,1
214650977,1
214650984,1
214651014,1
214651057,1
214651059,1
214651115,1
214651121,1
214651132,1
214651419,94
214651423,3
214651427,10
214651430,41
214651460,1
214651487,2
214651509,4
214651517,408
214651520,2
214651541,4
214651552,2
214651554,221
214651556,26
214651558,16
214651560,13
214651562,64
214651571,1
214651580,2
214651582,7
214651616,10
214651721,1
214651732,1
214651766,6
214651768,7
214651770,8
214651772,6
214651777,818
214651785,117
214651796,11
214651798,5
214651800,5
214651802,6
214651805,1
214651807,7
214651809,2
214651811,6
214651813,6
214651815,7
214651817,9
214651820,2
214651822,6
214651824,5
214651826,3
214651828,6
214651832,2
214651835,22
214651837,2
214651839,3
214651841,3
214651850,1
214651852,3
214651927,1
214651937,2
214651967,1
214651974,1
214651985,4
214651989,1
214651995,4
214652000,1
214652010,2
214652032,3
214652045,2
214652049,1
214652053,2
214652055,3
214652075,6
214652081,5
214652085,1
214652090,1
214652113,3
214652117,1
214652135,1
214652158,2
214652162,2
214652167,1
214652169,1
214652173,7
214652180,3
214652182,13
214652184,2
214652186,1
214652188,2
214652192,2
214652195,1
214652207,108
214652216,93
214652220,45
214652231,1
214652242,1
214652246,9
214652248,1
214652250,4
214652261,2
214652265,1
214652270,1
214652272,2
214652278,2
214652300,1
214652306,2
214652355,1
214652407,1
214652411,49
214652420,2
214652422,9
214652424,2
214652426,1
214652435,2
214652460,68
214652462,55
214652484,1
214652490,1
214652503,2
214652707,16
214652878,4
214652880,3
214652882,26
214652885,8
214652889,21
214652923,5
214652925,8
214652927,16
214652930,7
214652932,74
214652934,51
214652936,1
214652945,35
214652947,23
214652949,15
214652953,2
214652962,12
214652964,24
214652970,6
214652975,75
214652977,22
214652979,58
214653052,2
214654108,8
214654110,2
214654121,1
214654130,2
214654132,4
214655203,2
214656234,1
214656236,2
214656238,2
214656240,8
214656247,1
214656249,2
214656255,1
214656257,2
214656260,3
214656268,7
214656275,7
214656277,6
214656279,1
214656281,2
214656283,2
214656285,1
214656287,1
214656290,10
214656292,12
214656294,9
214656298,4
214656322,1
214656324,10
214656326,4
214656328,3
214656380,131
214656382,121
214656422,4
214656692,1
214656716,1
214656755,14
214656806,1
214656952,1
214657190,1
214657284,18
214657290,7
214657305,47
214657312,5
214657318,10
214657322,14
214657361,6
214657380,2
214657382,68
214657391,1
214657393,1
214657397,7
214657400,3
214657402,1
214657406,2
214657415,2
214657423,5
214657425,8
214657430,3
214657432,2
214657434,1
214657440,7
214657442,4
214657445,53
214657447,8
214657449,15
214657451,5
214657455,2
214657457,8
214657460,2
214657464,2
214657472,4
214657479,20
214657481,1
214657487,5
214657494,3
214657500,3
214657502,1
214657505,6
214657507,2
214657509,3
214657511,1
214657520,2
214657522,5
214657524,7
214657528,8
214657530,1
214657535,10
214657537,2
214657541,7
214657547,1
214657552,1
214657558,9
214657562,2
214657567,7
214657569,2
214657573,5
214657584,8
214657586,8
214657590,6
214657592,2
214657595,8
214657599,1
214657603,1
214657607,3
214657612,2
214657616,6
214657618,1
214657625,4
214657631,2
214657635,14
214657637,7
214657642,11
214657646,2
214657648,3
214657652,2
214657659,2
214657661,7
214657663,3
214657667,1
214657674,2
214657676,7
214657678,1
214657685,7
214657745,1
214657753,1
214657755,1
214657766,1
214657768,2
214657772,3
214657777,1
214657796,6
214657798,1
214657800,1
214657809,1
214657815,1
214657822,2
214657826,2
214657828,1
214657839,3
214657850,1
214657852,1
214657856,2
214657860,1
214657862,1
214657865,2
214657867,3
214657869,2
214657890,2
214657901,1
214657910,1
214657916,4
214657931,1
214657935,4
214657937,1
214657944,6
214657952,2
214657957,1
214657961,2
214657965,4
214657982,1
214657995,1
214657997,1
214658000,3
214658010,3
214658012,10
214658017,3
214658019,4
214658021,2
214658023,20
214658025,12
214658027,7
214658030,5
214658034,1
214658036,1
214658038,3
214658040,3
214658042,1
214658045,5
214658047,5
214658051,1
214658066,1
214658068,1
214658079,1
214658083,1
214658085,1
214658090,2
214658096,1
214658109,1
214658117,11
214658120,5
214658122,1
214658124,1
214658128,1
214658135,4
214658139,1
214658141,9
214658143,3
214658145,6
214658147,8
214658152,17
214658154,5
214658156,1
214658158,1
214658162,1
214658167,20
214658175,1
214658180,2
214658182,10
214658188,1
214658190,1
214658195,2
214658210,1
214658235,3
214658240,2
214658244,1
214658252,4
214658255,1
214658257,1
214658261,5
214658263,1
214658265,4
214658272,3
214658278,2
214658282,3
214658285,1
214658304,2
214658310,1
214658315,2
214658334,2
214658336,1
214658340,4
214658345,2
214658353,1
214658357,2
214658360,14
214658364,1
214658366,2
214658368,2
214658375,1
214658377,2
214658379,1
214658387,5
214658490,5
214658591,6
214658593,3
214658707,3
214658773,2
214658792,1
214658795,6
214658797,1
214658833,1
214658840,25
214658842,42
214658844,49
214658848,28
214658867,41
214658874,8
214658876,9
214658878,4
214658880,14
214658882,51
214658885,12
214661327,1
214661570,1
214661574,1
214661576,1
214661587,1
214661773,1
214661940,1
214661998,9
214662187,1
214662275,2
214662575,2
214662577,1
214662677,26
214662692,4
214662699,3
214662727,2
214662731,5
214662742,17
214662750,20
214662752,1
214662755,31
214662759,17
214662761,1
214662763,21
214662767,11
214662770,8
214662772,2
214662774,1
214662776,17
214662782,19
214662785,26
214662787,20
214662819,59
214662821,9
214662975,3
214663050,1
214663055,5
214663061,9
214663063,21
214663078,20
214663080,8
214663091,32
214663093,5
214663095,10
214663102,5
214663104,9
214663110,7
214663123,1
214663127,21
214663134,5
214663149,10
214663166,7
214663172,48
214663228,17
214663232,1
214663235,13
214663247,19
214663250,35
214663252,4
214663254,3
214663256,11
214663258,11
214663286,11
214663303,14
214663305,10
214663307,2
214663310,97
214663314,5
214663316,3
214663318,3
214663320,6
214663322,18
214663325,6
214663329,2
214663333,1
214663335,8
214663659,1
214663740,2
214663852,1
214663858,24
214663875,3
214663886,37
214663888,8
214663890,8
214663927,6
214663931,5
214663935,2
214663937,2
214663942,29
214663974,2
214663976,91
214663978,9
214663985,1
214664047,1
214664062,2
214664546,8
214664548,6
214664550,4
214664552,3
214664555,1
214664565,3
214664666,10
214664690,1
214664692,3
214664694,8
214664698,5
214664705,3
