userID,itemID,rating,category,occupation
1425,46,2,Veg,engineer
1425,8,3,Drinks,engineer
1225,39,4,Non Veg,engineer
1225,23,3,Veg,engineer
362,39,3,Non Veg,professor
362,10,3,Drinks,professor
362,28,4,Drinks,professor
362,12,3,Drinks,professor
362,49,2,Non Veg,professor
362,32,1,SeaFood,professor
362,40,2,Veg,professor
1951,39,4,Non Veg,educator
1951,42,1,Non Veg,educator
1951,20,3,Veg,educator
1951,46,4,Veg,educator
1951,15,4,Drinks,educator
1951,41,4,Veg,educator
1951,13,2,Drinks,educator
1951,18,4,Bakery,educator
922,39,3,Non Veg,professor
922,16,1,Drinks,professor
922,42,2,Non Veg,professor
922,2,4,Non Veg,professor
922,43,4,Veg,professor
922,44,4,Non Veg,professor
943,39,4,Non Veg,scientist
943,19,4,Non Veg,scientist
943,17,4,Bakery,scientist
943,33,1,SeaFood,scientist
943,35,4,SeaFood,scientist
1676,39,1,Non Veg,architecturer
1676,30,3,SeaFood,architecturer
1676,46,1,Veg,architecturer
1676,36,4,SeaFood,architecturer
1676,18,3,Bakery,architecturer
1676,35,3,SeaFood,architecturer
1676,11,4,Drinks,architecturer
1676,11,1,Drinks,architecturer
1945,39,4,Non Veg,engineer
1945,25,2,Drinks,engineer
1945,16,1,Drinks,engineer
1945,27,3,Bakery,engineer
1945,17,2,Bakery,engineer
1945,47,1,Veg,engineer
1945,10,3,Drinks,engineer
1945,18,3,Bakery,engineer
1945,26,1,Drinks,engineer
549,39,2,Non Veg,sportsperson
549,7,4,Drinks,sportsperson
549,8,4,Drinks,sportsperson
258,39,2,Non Veg,dancer
258,19,4,Non Veg,dancer
258,14,1,Drinks,dancer
258,43,4,Veg,dancer
258,37,1,Veg,dancer
258,24,1,Veg,dancer
258,44,1,Non Veg,dancer
258,36,2,SeaFood,dancer
258,31,4,Non Veg,dancer
258,26,3,Drinks,dancer
544,39,1,Non Veg,doctor
544,16,1,Drinks,doctor
544,23,1,Veg,doctor
544,7,1,Drinks,doctor
544,18,1,Bakery,doctor
544,26,4,Drinks,doctor
544,11,4,Drinks,doctor
1240,39,2,Non Veg,student
1240,47,1,Veg,student
1240,37,3,Veg,student
1240,4,2,Non Veg,student
1240,29,4,Non Veg,student
1176,39,2,Non Veg,architecturer
1176,4,3,Non Veg,architecturer
1176,40,2,Veg,architecturer
1176,11,2,Drinks,architecturer
1469,39,2,Non Veg,sportsperson
1469,14,3,Drinks,sportsperson
1469,46,2,Veg,sportsperson
1469,45,3,Non Veg,sportsperson
1469,26,4,Drinks,sportsperson
1391,39,4,Non Veg,educator
1391,30,3,SeaFood,educator
1391,10,2,Drinks,educator
1391,12,2,Drinks,educator
1391,15,3,Drinks,educator
317,39,3,Non Veg,musician
317,38,2,Non Veg,musician
317,12,3,Drinks,musician
317,24,2,Veg,musician
317,24,4,Veg,musician
317,41,2,Veg,musician
317,36,3,SeaFood,musician
317,1,2,EggFood,musician
1265,39,2,Non Veg,engineer
1265,34,2,SeaFood,engineer
1265,21,4,Veg,engineer
1265,43,4,Veg,engineer
1265,4,2,Non Veg,engineer
1265,26,4,Drinks,engineer
561,39,3,Non Veg,educator
561,45,3,Non Veg,educator
561,18,3,Bakery,educator
561,26,2,Drinks,educator
561,26,3,Drinks,educator
1157,39,1,Non Veg,musician
1157,47,2,Veg,musician
1157,34,1,SeaFood,musician
1157,38,3,Non Veg,musician
1157,43,4,Veg,musician
1157,4,4,Non Veg,musician
228,39,2,Non Veg,dancer
228,21,4,Veg,dancer
228,49,2,Non Veg,dancer
228,36,3,SeaFood,dancer
733,39,1,Non Veg,scientist
733,9,4,Drinks,scientist
733,38,4,Non Veg,scientist
769,39,4,Non Veg,sportsperson
769,48,4,Bakery,sportsperson
769,28,4,Drinks,sportsperson
769,28,4,Drinks,sportsperson
769,24,2,Veg,sportsperson
769,15,3,Drinks,sportsperson
769,5,1,Non Veg,sportsperson
769,40,4,Veg,sportsperson
1930,39,1,Non Veg,student
1930,48,1,Bakery,student
1930,23,4,Veg,student
1930,20,3,Veg,student
1219,39,4,Non Veg,sportsperson
1219,38,1,Non Veg,sportsperson
1219,30,4,SeaFood,sportsperson
1219,23,2,Veg,sportsperson
1219,23,3,Veg,sportsperson
229,39,2,Non Veg,sportsperson
229,49,3,Non Veg,sportsperson
229,31,1,Non Veg,sportsperson
857,39,1,Non Veg,musician
857,19,4,Non Veg,musician
857,4,1,Non Veg,musician
857,32,1,SeaFood,musician
857,15,2,Drinks,musician
857,15,4,Drinks,musician
1165,39,1,Non Veg,engineer
1165,19,3,Non Veg,engineer
1165,35,4,SeaFood,engineer
585,39,1,Non Veg,engineer
585,10,4,Drinks,engineer
585,45,3,Non Veg,engineer
585,8,3,Drinks,engineer
585,18,3,Bakery,engineer
585,1,3,EggFood,engineer
585,11,3,Drinks,engineer
365,39,2,Non Veg,engineer
365,9,2,Drinks,engineer
365,37,1,Veg,engineer
365,45,2,Non Veg,engineer
365,41,2,Veg,engineer
365,13,2,Drinks,engineer
1058,39,4,Non Veg,dancer
1058,12,4,Drinks,dancer
1058,44,1,Non Veg,dancer
1058,15,2,Drinks,dancer
1609,39,2,Non Veg,sportsperson
1609,9,1,Drinks,sportsperson
1609,3,4,Non Veg,sportsperson
1609,21,4,Veg,sportsperson
1609,20,1,Veg,sportsperson
1609,45,1,Non Veg,sportsperson
1609,18,1,Bakery,sportsperson
1008,39,4,Non Veg,dancer
1008,3,4,Non Veg,dancer
1008,21,3,Veg,dancer
1008,20,2,Veg,dancer
1008,49,3,Non Veg,dancer
1008,13,1,Drinks,dancer
1008,31,4,Non Veg,dancer
1008,18,2,Bakery,dancer
1008,11,3,Drinks,dancer
503,39,3,Non Veg,scientist
503,42,3,Non Veg,scientist
503,2,4,Non Veg,scientist
503,20,1,Veg,scientist
503,5,3,Non Veg,scientist
503,35,1,SeaFood,scientist
503,35,4,SeaFood,scientist
1098,39,1,Non Veg,dancer
1098,15,3,Drinks,dancer
1098,35,3,SeaFood,dancer
924,39,1,Non Veg,doctor
924,42,4,Non Veg,doctor
924,49,4,Non Veg,doctor
924,46,3,Veg,doctor
924,15,3,Drinks,doctor
924,5,4,Non Veg,doctor
924,45,4,Non Veg,doctor
924,26,4,Drinks,doctor
1155,39,3,Non Veg,engineer
1155,33,2,SeaFood,engineer
1155,45,3,Non Veg,engineer
1155,45,1,Non Veg,engineer
1155,40,4,Veg,engineer
1155,13,2,Drinks,engineer
1155,36,4,SeaFood,engineer
1669,39,4,Non Veg,sportsperson
1669,21,2,Veg,sportsperson
1669,28,3,Drinks,sportsperson
1669,15,4,Drinks,sportsperson
1669,40,2,Veg,sportsperson
1669,29,4,Non Veg,sportsperson
203,39,3,Non Veg,scientist
203,25,4,Drinks,scientist
203,19,3,Non Veg,scientist
203,3,2,Non Veg,scientist
203,48,3,Bakery,scientist
203,2,4,Non Veg,scientist
203,29,2,Non Veg,scientist
1851,39,4,Non Veg,educator
1851,21,1,Veg,educator
1851,48,2,Bakery,educator
1851,15,3,Drinks,educator
1851,5,3,Non Veg,educator
1851,13,2,Drinks,educator
954,39,3,Non Veg,doctor
954,23,4,Veg,doctor
954,46,1,Veg,doctor
954,5,1,Non Veg,doctor
954,18,4,Bakery,doctor
1824,39,3,Non Veg,doctor
1824,3,4,Non Veg,doctor
1824,43,4,Veg,doctor
1824,37,2,Veg,doctor
1824,1,3,EggFood,doctor
637,39,2,Non Veg,musician
637,39,2,Non Veg,musician
637,16,1,Drinks,musician
637,41,3,Veg,musician
1731,39,2,Non Veg,educator
1731,43,1,Veg,educator
1731,28,4,Drinks,educator
1124,39,2,Non Veg,doctor
1124,9,3,Drinks,doctor
1124,14,4,Drinks,doctor
1124,28,4,Drinks,doctor
1124,44,2,Non Veg,doctor
1124,29,3,Non Veg,doctor
1153,39,2,Non Veg,scientist
1153,39,3,Non Veg,scientist
1153,4,3,Non Veg,scientist
1153,20,1,Veg,scientist
1153,29,1,Non Veg,scientist
770,39,2,Non Veg,student
770,25,2,Drinks,student
770,16,3,Drinks,student
770,30,4,SeaFood,student
770,43,1,Veg,student
770,23,4,Veg,student
770,15,1,Drinks,student
1166,39,4,Non Veg,architecturer
1166,3,4,Non Veg,architecturer
1166,21,4,Veg,architecturer
1166,26,1,Drinks,architecturer
1458,39,1,Non Veg,dancer
1458,14,2,Drinks,dancer
1458,2,1,Non Veg,dancer
1458,43,2,Veg,dancer
1458,36,2,SeaFood,dancer
1458,1,1,EggFood,dancer
1154,39,4,Non Veg,doctor
1154,27,1,Bakery,doctor
1154,28,3,Drinks,doctor
1154,41,1,Veg,doctor
1154,8,3,Drinks,doctor
425,39,1,Non Veg,engineer
425,38,4,Non Veg,engineer
425,43,1,Veg,engineer
425,40,4,Veg,engineer
425,26,2,Drinks,engineer
199,39,2,Non Veg,sportsperson
199,40,2,Veg,sportsperson
199,8,4,Drinks,sportsperson
199,31,1,Non Veg,sportsperson
199,11,2,Drinks,sportsperson
1520,39,3,Non Veg,student
1520,25,4,Drinks,student
1520,47,3,Veg,student
1520,42,2,Non Veg,student
1520,43,1,Veg,student
1520,44,2,Non Veg,student
1133,39,2,Non Veg,scientist
1133,38,3,Non Veg,scientist
1133,30,4,SeaFood,scientist
1133,35,1,SeaFood,scientist
117,39,3,Non Veg,musician
117,16,3,Drinks,musician
117,19,4,Non Veg,musician
117,15,3,Drinks,musician
117,29,3,Non Veg,musician
67,39,1,Non Veg,musician
67,16,4,Drinks,musician
67,9,2,Drinks,musician
67,34,4,SeaFood,musician
67,44,3,Non Veg,musician
67,18,1,Bakery,musician
1961,39,4,Non Veg,educator
1961,9,3,Drinks,educator
1961,21,3,Veg,educator
1961,2,1,Non Veg,educator
1961,4,3,Non Veg,educator
1961,20,2,Veg,educator
1961,5,4,Non Veg,educator
1426,39,2,Non Veg,architecturer
1426,9,4,Drinks,architecturer
1426,28,2,Drinks,architecturer
1426,23,2,Veg,architecturer
1426,32,1,SeaFood,architecturer
1874,39,1,Non Veg,doctor
1874,4,4,Non Veg,doctor
1874,49,2,Non Veg,doctor
1874,41,3,Veg,doctor
1874,41,2,Veg,doctor
1874,13,4,Drinks,doctor
1874,18,1,Bakery,doctor
1526,39,4,Non Veg,architecturer
1526,25,4,Drinks,architecturer
1526,37,2,Veg,architecturer
1526,12,3,Drinks,architecturer
1526,32,1,SeaFood,architecturer
1526,41,1,Veg,architecturer
16,39,3,Non Veg,architecturer
16,47,1,Veg,architecturer
16,2,4,Non Veg,architecturer
797,39,3,Non Veg,musician
797,16,3,Drinks,musician
797,48,2,Bakery,musician
797,12,2,Drinks,musician
797,49,3,Non Veg,musician
797,26,4,Drinks,musician
1592,39,3,Non Veg,professor
1592,42,2,Non Veg,professor
1592,23,3,Veg,professor
1592,37,1,Veg,professor
1592,32,2,SeaFood,professor
1592,32,2,SeaFood,professor
1592,8,3,Drinks,professor
1411,39,2,Non Veg,educator
1411,16,1,Drinks,educator
1411,48,3,Bakery,educator
1411,45,2,Non Veg,educator
1411,36,4,SeaFood,educator
1411,29,3,Non Veg,educator
1411,11,2,Drinks,educator
1411,11,1,Drinks,educator
901,39,2,Non Veg,educator
901,2,2,Non Veg,educator
901,49,1,Non Veg,educator
901,8,2,Drinks,educator
901,26,4,Drinks,educator
1009,39,3,Non Veg,sportsperson
1009,19,4,Non Veg,sportsperson
1009,10,2,Drinks,sportsperson
1009,28,1,Drinks,sportsperson
1009,5,3,Non Veg,sportsperson
1009,11,1,Drinks,sportsperson
616,39,3,Non Veg,architecturer
616,21,3,Veg,architecturer
616,24,3,Veg,architecturer
616,1,1,EggFood,architecturer
150,39,2,Non Veg,student
150,21,1,Veg,student
150,48,2,Bakery,student
150,23,1,Veg,student
150,24,4,Veg,student
150,44,4,Non Veg,student
150,15,3,Drinks,student
865,39,3,Non Veg,engineer
865,3,3,Non Veg,engineer
865,12,2,Drinks,engineer
865,24,1,Veg,engineer
879,39,3,Non Veg,sportsperson
879,16,4,Drinks,sportsperson
879,19,1,Non Veg,sportsperson
879,23,1,Veg,sportsperson
879,44,2,Non Veg,sportsperson
879,41,3,Veg,sportsperson
879,35,1,SeaFood,sportsperson
879,29,2,Non Veg,sportsperson
1490,39,1,Non Veg,student
1490,12,4,Drinks,student
1490,45,4,Non Veg,student
1490,40,2,Veg,student
1148,39,2,Non Veg,dancer
1148,31,3,Non Veg,dancer
1179,39,2,Non Veg,sportsperson
1179,25,1,Drinks,sportsperson
1179,14,3,Drinks,sportsperson
1179,4,1,Non Veg,sportsperson
1179,4,3,Non Veg,sportsperson
1179,11,1,Drinks,sportsperson
1346,39,1,Non Veg,architecturer
1346,27,1,Bakery,architecturer
1346,10,4,Drinks,architecturer
1346,7,1,Drinks,architecturer
1346,8,3,Drinks,architecturer
140,25,3,Drinks,student
140,28,1,Drinks,student
140,15,4,Drinks,student
140,5,2,Non Veg,student
140,40,2,Veg,student
140,41,2,Veg,student
1003,25,1,Drinks,scientist
1003,9,2,Drinks,scientist
1003,7,1,Drinks,scientist
1474,25,2,Drinks,doctor
1474,25,1,Drinks,doctor
1474,27,1,Bakery,doctor
1474,9,1,Drinks,doctor
1474,38,3,Non Veg,doctor
1474,10,1,Drinks,doctor
1474,44,3,Non Veg,doctor
298,25,1,Drinks,dancer
298,27,1,Bakery,dancer
298,2,3,Non Veg,dancer
298,32,4,SeaFood,dancer
1983,25,1,Drinks,scientist
1983,9,2,Drinks,scientist
1983,43,4,Veg,scientist
1983,40,2,Veg,scientist
1983,11,3,Drinks,scientist
815,25,4,Drinks,engineer
815,27,3,Bakery,engineer
815,24,4,Veg,engineer
815,5,2,Non Veg,engineer
815,33,4,SeaFood,engineer
815,33,1,SeaFood,engineer
1608,25,3,Drinks,dancer
1608,42,3,Non Veg,dancer
1608,42,4,Non Veg,dancer
1608,37,1,Veg,dancer
1608,24,1,Veg,dancer
1608,20,1,Veg,dancer
1608,44,4,Non Veg,dancer
1608,13,1,Drinks,dancer
1396,25,1,Drinks,architecturer
1396,27,2,Bakery,architecturer
1396,19,2,Non Veg,architecturer
1396,34,4,SeaFood,architecturer
1396,41,3,Veg,architecturer
1396,26,3,Drinks,architecturer
1414,25,2,Drinks,doctor
1414,21,3,Veg,doctor
1414,43,1,Veg,doctor
1414,8,2,Drinks,doctor
1464,25,4,Drinks,doctor
1464,9,4,Drinks,doctor
1464,48,2,Bakery,doctor
1464,32,3,SeaFood,doctor
1464,33,3,SeaFood,doctor
1464,26,4,Drinks,doctor
105,25,4,Drinks,engineer
105,14,3,Drinks,engineer
105,48,2,Bakery,engineer
105,31,2,Non Veg,engineer
1072,25,1,Drinks,professor
1072,16,2,Drinks,professor
1072,14,1,Drinks,professor
1072,21,4,Veg,professor
757,25,3,Drinks,musician
757,17,1,Bakery,musician
757,28,2,Drinks,musician
757,23,2,Veg,musician
757,32,1,SeaFood,musician
757,41,4,Veg,musician
207,25,3,Drinks,musician
207,19,2,Non Veg,musician
207,19,2,Non Veg,musician
207,21,3,Veg,musician
207,43,1,Veg,musician
207,49,2,Non Veg,musician
207,32,2,SeaFood,musician
838,25,3,Drinks,dancer
838,9,3,Drinks,dancer
838,1,1,EggFood,dancer
776,25,4,Drinks,architecturer
776,25,3,Drinks,architecturer
776,25,3,Drinks,architecturer
776,30,1,SeaFood,architecturer
776,28,2,Drinks,architecturer
776,23,3,Veg,architecturer
776,31,2,Non Veg,architecturer
15,25,4,Drinks,engineer
15,17,1,Bakery,engineer
15,3,2,Non Veg,engineer
15,43,4,Veg,engineer
15,45,4,Non Veg,engineer
996,25,3,Drinks,architecturer
996,27,4,Bakery,architecturer
996,3,1,Non Veg,architecturer
996,37,2,Veg,architecturer
996,40,3,Veg,architecturer
748,25,4,Drinks,dancer
748,19,3,Non Veg,dancer
748,37,1,Veg,dancer
748,37,4,Veg,dancer
748,24,4,Veg,dancer
748,49,4,Non Veg,dancer
180,25,3,Drinks,student
180,20,3,Veg,student
180,41,4,Veg,student
380,25,3,Drinks,student
380,16,4,Drinks,student
380,47,3,Veg,student
380,37,1,Veg,student
1723,25,1,Drinks,scientist
1723,37,1,Veg,scientist
1723,4,2,Non Veg,scientist
1723,15,4,Drinks,scientist
1004,25,2,Drinks,doctor
1004,14,1,Drinks,doctor
1004,28,2,Drinks,doctor
1004,35,4,SeaFood,doctor
127,25,2,Drinks,musician
127,27,3,Bakery,musician
127,38,1,Non Veg,musician
127,45,2,Non Veg,musician
127,8,1,Drinks,musician
455,25,3,Drinks,engineer
455,16,1,Drinks,engineer
455,19,4,Non Veg,engineer
455,9,1,Drinks,engineer
455,3,3,Non Veg,engineer
455,24,4,Veg,engineer
455,45,1,Non Veg,engineer
455,36,3,SeaFood,engineer
1578,25,1,Drinks,dancer
1578,14,1,Drinks,dancer
1578,38,3,Non Veg,dancer
1578,30,4,SeaFood,dancer
1578,7,3,Drinks,dancer
1578,4,1,Non Veg,dancer
1578,31,1,Non Veg,dancer
1578,1,4,EggFood,dancer
1578,1,3,EggFood,dancer
739,25,2,Drinks,sportsperson
739,47,1,Veg,sportsperson
739,30,1,SeaFood,sportsperson
739,5,3,Non Veg,sportsperson
739,11,1,Drinks,sportsperson
494,25,1,Drinks,doctor
494,4,4,Non Veg,doctor
494,46,2,Veg,doctor
494,31,4,Non Veg,doctor
494,29,2,Non Veg,doctor
1117,25,4,Drinks,musician
1117,19,3,Non Veg,musician
1117,47,1,Veg,musician
1117,2,3,Non Veg,musician
1117,32,1,SeaFood,musician
1117,11,4,Drinks,musician
1116,25,4,Drinks,architecturer
1116,47,3,Veg,architecturer
1116,10,2,Drinks,architecturer
1116,37,3,Veg,architecturer
1116,44,1,Non Veg,architecturer
1247,25,1,Drinks,musician
1247,16,3,Drinks,musician
1247,47,2,Veg,musician
1247,21,3,Veg,musician
1247,49,2,Non Veg,musician
1247,41,4,Veg,musician
56,25,1,Drinks,architecturer
56,48,3,Bakery,architecturer
56,41,2,Veg,architecturer
56,41,1,Veg,architecturer
1171,25,2,Drinks,educator
1171,27,4,Bakery,educator
1171,19,2,Non Veg,educator
1171,17,1,Bakery,educator
1171,43,4,Veg,educator
1171,4,4,Non Veg,educator
1171,20,4,Veg,educator
1171,46,3,Veg,educator
1171,44,4,Non Veg,educator
1171,45,3,Non Veg,educator
836,25,3,Drinks,architecturer
836,3,4,Non Veg,architecturer
836,23,2,Veg,architecturer
836,7,3,Drinks,architecturer
836,29,2,Non Veg,architecturer
1619,25,4,Drinks,sportsperson
1619,21,2,Veg,sportsperson
1619,28,3,Drinks,sportsperson
1619,23,2,Veg,sportsperson
1619,20,2,Veg,sportsperson
1619,15,2,Drinks,sportsperson
1619,31,4,Non Veg,sportsperson
1672,25,4,Drinks,professor
1672,15,4,Drinks,professor
1439,25,3,Drinks,sportsperson
1439,8,3,Drinks,sportsperson
859,25,2,Drinks,sportsperson
859,15,3,Drinks,sportsperson
859,15,3,Drinks,sportsperson
859,15,4,Drinks,sportsperson
859,11,2,Drinks,sportsperson
1226,25,2,Drinks,architecturer
1226,27,2,Bakery,architecturer
1226,34,2,SeaFood,architecturer
1226,10,4,Drinks,architecturer
1226,5,3,Non Veg,architecturer
1226,13,4,Drinks,architecturer
1226,18,4,Bakery,architecturer
1884,25,4,Drinks,doctor
1884,27,1,Bakery,doctor
1884,27,1,Bakery,doctor
1884,37,2,Veg,doctor
1884,12,3,Drinks,doctor
1884,45,1,Non Veg,doctor
1884,40,2,Veg,doctor
1884,1,2,EggFood,doctor
1092,25,1,Drinks,professor
1092,27,2,Bakery,professor
1092,48,2,Bakery,professor
1092,28,2,Drinks,professor
1092,36,2,SeaFood,professor
1092,31,3,Non Veg,professor
763,25,4,Drinks,scientist
763,38,3,Non Veg,scientist
763,23,4,Veg,scientist
763,32,4,SeaFood,scientist
763,33,2,SeaFood,scientist
700,25,3,Drinks,student
700,47,4,Veg,student
700,9,1,Drinks,student
700,3,4,Non Veg,student
700,32,1,SeaFood,student
700,44,2,Non Veg,student
1222,25,3,Drinks,professor
1222,25,3,Drinks,professor
1222,3,1,Non Veg,professor
1222,41,1,Veg,professor
1222,13,1,Drinks,professor
1222,8,2,Drinks,professor
462,25,3,Drinks,professor
462,19,1,Non Veg,professor
1903,25,1,Drinks,scientist
1903,16,4,Drinks,scientist
1903,48,3,Bakery,scientist
1903,43,2,Veg,scientist
1903,15,2,Drinks,scientist
1720,25,1,Drinks,student
1720,9,4,Drinks,student
1720,34,2,SeaFood,student
1720,48,3,Bakery,student
1720,28,1,Drinks,student
1720,46,1,Veg,student
1720,45,2,Non Veg,student
1720,13,2,Drinks,student
685,25,3,Drinks,engineer
685,4,3,Non Veg,engineer
685,8,1,Drinks,engineer
982,25,2,Drinks,professor
982,10,1,Drinks,professor
982,24,2,Veg,professor
982,40,2,Veg,professor
487,25,1,Drinks,musician
487,47,2,Veg,musician
487,14,4,Drinks,musician
487,10,1,Drinks,musician
487,43,4,Veg,musician
487,28,1,Drinks,musician
487,36,4,SeaFood,musician
487,8,2,Drinks,musician
487,35,4,SeaFood,musician
772,25,3,Drinks,professor
772,9,4,Drinks,professor
772,20,4,Veg,professor
772,32,1,SeaFood,professor
772,13,2,Drinks,professor
772,26,1,Drinks,professor
1271,25,1,Drinks,educator
1271,16,1,Drinks,educator
1271,17,3,Bakery,educator
1271,34,3,SeaFood,educator
1271,10,2,Drinks,educator
1271,10,1,Drinks,educator
1271,10,1,Drinks,educator
1271,7,3,Drinks,educator
1271,35,4,SeaFood,educator
1285,25,2,Drinks,engineer
1285,37,3,Veg,engineer
1285,49,2,Non Veg,engineer
1285,49,3,Non Veg,engineer
1285,49,1,Non Veg,engineer
1285,36,2,SeaFood,engineer
1285,18,1,Bakery,engineer
1285,18,2,Bakery,engineer
1285,11,3,Drinks,engineer
896,25,4,Drinks,architecturer
896,19,3,Non Veg,architecturer
896,48,1,Bakery,architecturer
896,48,4,Bakery,architecturer
896,24,2,Veg,architecturer
896,5,3,Non Veg,architecturer
896,1,4,EggFood,architecturer
948,25,3,Drinks,dancer
948,40,2,Veg,dancer
1137,25,4,Drinks,musician
1137,49,4,Non Veg,musician
1137,46,1,Veg,musician
1137,18,3,Bakery,musician
625,25,2,Drinks,engineer
625,10,1,Drinks,engineer
625,5,1,Non Veg,engineer
625,41,3,Veg,engineer
625,35,1,SeaFood,engineer
1964,25,4,Drinks,doctor
1964,34,1,SeaFood,doctor
1964,12,3,Drinks,doctor
1053,25,2,Drinks,scientist
1053,28,3,Drinks,scientist
1053,23,4,Veg,scientist
1053,37,2,Veg,scientist
1053,12,3,Drinks,scientist
1053,36,4,SeaFood,scientist
1053,36,1,SeaFood,scientist
1053,26,2,Drinks,scientist
992,25,1,Drinks,professor
992,17,1,Bakery,professor
992,3,4,Non Veg,professor
992,38,3,Non Veg,professor
992,12,4,Drinks,professor
992,4,4,Non Veg,professor
992,15,1,Drinks,professor
992,13,3,Drinks,professor
191,25,3,Drinks,educator
191,16,2,Drinks,educator
191,16,3,Drinks,educator
191,27,1,Bakery,educator
191,24,1,Veg,educator
191,44,4,Non Veg,educator
96,25,1,Drinks,architecturer
96,42,3,Non Veg,architecturer
96,20,3,Veg,architecturer
96,33,2,SeaFood,architecturer
96,35,2,SeaFood,architecturer
678,25,2,Drinks,dancer
678,3,3,Non Veg,dancer
678,23,4,Veg,dancer
678,20,3,Veg,dancer
678,32,4,SeaFood,dancer
678,15,3,Drinks,dancer
678,45,2,Non Veg,dancer
678,40,2,Veg,dancer
1837,25,1,Drinks,musician
1837,16,1,Drinks,musician
1837,37,4,Veg,musician
1837,46,1,Veg,musician
1837,33,4,SeaFood,musician
1837,8,1,Drinks,musician
1837,11,4,Drinks,musician
925,25,2,Drinks,engineer
925,45,2,Non Veg,engineer
1517,25,1,Drinks,musician
1517,3,2,Non Veg,musician
1517,4,2,Non Veg,musician
1517,44,1,Non Veg,musician
1517,44,3,Non Veg,musician
1517,33,3,SeaFood,musician
1976,25,1,Drinks,architecturer
1976,37,3,Veg,architecturer
1976,12,3,Drinks,architecturer
1976,44,1,Non Veg,architecturer
1976,15,4,Drinks,architecturer
1976,41,3,Veg,architecturer
1976,35,1,SeaFood,architecturer
1477,25,4,Drinks,musician
1477,47,3,Veg,musician
1477,42,3,Non Veg,musician
1477,2,2,Non Veg,musician
1477,30,4,SeaFood,musician
1477,23,1,Veg,musician
1477,7,1,Drinks,musician
1477,40,3,Veg,musician
1518,25,1,Drinks,dancer
1518,17,4,Bakery,dancer
1518,10,1,Drinks,dancer
1518,4,3,Non Veg,dancer
1518,44,4,Non Veg,dancer
1518,15,3,Drinks,dancer
1518,26,4,Drinks,dancer
1518,11,4,Drinks,dancer
313,25,4,Drinks,scientist
313,17,4,Bakery,scientist
313,3,3,Non Veg,scientist
313,14,1,Drinks,scientist
313,12,4,Drinks,scientist
313,20,1,Veg,scientist
313,44,2,Non Veg,scientist
313,33,3,SeaFood,scientist
313,29,3,Non Veg,scientist
106,25,2,Drinks,architecturer
106,19,4,Non Veg,architecturer
106,49,2,Non Veg,architecturer
106,15,2,Drinks,architecturer
106,41,1,Veg,architecturer
1034,25,2,Drinks,doctor
1034,34,4,SeaFood,doctor
1034,34,2,SeaFood,doctor
1034,21,4,Veg,doctor
1034,44,2,Non Veg,doctor
1034,31,1,Non Veg,doctor
1034,35,2,SeaFood,doctor
1034,11,3,Drinks,doctor
1982,25,3,Drinks,professor
1982,20,4,Veg,professor
1982,45,2,Non Veg,professor
1982,35,2,SeaFood,professor
489,25,4,Drinks,sportsperson
489,19,2,Non Veg,sportsperson
489,3,4,Non Veg,sportsperson
489,37,2,Veg,sportsperson
489,33,4,SeaFood,sportsperson
489,35,4,SeaFood,sportsperson
489,26,3,Drinks,sportsperson
489,11,2,Drinks,sportsperson
1682,25,3,Drinks,professor
1682,47,4,Veg,professor
1682,14,1,Drinks,professor
1682,4,1,Non Veg,professor
1682,45,4,Non Veg,professor
1682,29,1,Non Veg,professor
58,25,1,Drinks,dancer
58,17,2,Bakery,dancer
58,10,2,Drinks,dancer
58,24,4,Veg,dancer
58,40,2,Veg,dancer
866,25,1,Drinks,architecturer
866,43,4,Veg,architecturer
866,23,4,Veg,architecturer
866,7,3,Drinks,architecturer
866,31,1,Non Veg,architecturer
866,1,1,EggFood,architecturer
423,25,4,Drinks,scientist
423,25,1,Drinks,scientist
423,2,4,Non Veg,scientist
423,1,1,EggFood,scientist
222,25,4,Drinks,professor
222,47,2,Veg,professor
222,21,1,Veg,professor
222,24,3,Veg,professor
235,25,4,Drinks,engineer
235,17,1,Bakery,engineer
235,9,4,Drinks,engineer
235,21,3,Veg,engineer
235,2,3,Non Veg,engineer
235,43,4,Veg,engineer
235,43,3,Veg,engineer
235,28,4,Drinks,engineer
235,12,3,Drinks,engineer
235,33,1,SeaFood,engineer
235,1,1,EggFood,engineer
669,25,1,Drinks,sportsperson
669,27,1,Bakery,sportsperson
669,42,2,Non Veg,sportsperson
669,32,3,SeaFood,sportsperson
669,13,2,Drinks,sportsperson
580,25,4,Drinks,student
580,47,4,Veg,student
580,43,1,Veg,student
580,41,1,Veg,student
580,13,3,Drinks,student
580,8,1,Drinks,student
580,1,3,EggFood,student
359,25,2,Drinks,sportsperson
359,14,4,Drinks,sportsperson
359,7,1,Drinks,sportsperson
359,24,2,Veg,sportsperson
359,46,3,Veg,sportsperson
930,25,2,Drinks,student
930,34,4,SeaFood,student
930,28,2,Drinks,student
930,28,4,Drinks,student
121,25,3,Drinks,educator
121,14,2,Drinks,educator
670,25,2,Drinks,student
670,3,2,Non Veg,student
670,42,1,Non Veg,student
670,42,2,Non Veg,student
670,32,2,SeaFood,student
670,36,1,SeaFood,student
670,18,4,Bakery,student
182,25,4,Drinks,professor
182,10,3,Drinks,professor
182,46,3,Veg,professor
182,41,2,Veg,professor
182,26,1,Drinks,professor
