userID,itemID,rating,category
251,4,4,Non Veg
252,47,4,Veg
252,3,2,Non Veg
252,7,2,Drinks
252,46,2,Veg
252,36,2,SeaFood
253,17,2,Bakery
253,38,2,Non Veg
253,7,1,Drinks
253,45,3,Non Veg
253,13,1,Drinks
253,26,2,Drinks
254,19,1,Non Veg
254,3,2,Non Veg
254,14,2,Drinks
254,49,2,Non Veg
254,49,1,Non Veg
254,31,3,Non Veg
254,35,4,SeaFood
255,27,1,Bakery
255,14,2,Drinks
255,41,3,Veg
255,13,3,Drinks
255,31,1,Non Veg
255,29,4,Non Veg
256,22,2,Veg
256,17,1,Bakery
256,14,1,Drinks
256,32,4,SeaFood
256,44,2,Non Veg
257,27,2,Bakery
257,24,2,Veg
258,39,2,Non Veg
258,19,4,Non Veg
258,14,1,Drinks
258,43,4,Veg
258,37,1,Veg
258,24,1,Veg
258,44,1,Non Veg
258,36,2,SeaFood
258,31,4,Non Veg
258,26,3,Drinks
259,6,1,EggFood
259,22,4,Veg
259,17,2,Bakery
259,48,3,Bakery
259,33,1,SeaFood
259,18,4,Bakery
260,25,4,Drinks
260,3,3,Non Veg
260,34,3,SeaFood
260,49,1,Non Veg
260,33,3,SeaFood
260,1,4,EggFood
261,34,1,SeaFood
261,4,2,Non Veg
261,20,3,Veg
261,40,3,Veg
261,36,3,SeaFood
261,1,2,EggFood
262,2,1,Non Veg
262,12,2,Drinks
262,29,1,Non Veg
262,29,2,Non Veg
263,5,2,Non Veg
263,41,2,Veg
264,47,4,Veg
264,20,4,Veg
264,45,4,Non Veg
264,36,2,SeaFood
264,31,1,Non Veg
265,17,2,Bakery
265,2,1,Non Veg
266,16,2,Drinks
266,21,4,Veg
266,28,1,Drinks
266,49,2,Non Veg
266,13,4,Drinks
267,19,3,Non Veg
267,47,2,Veg
267,14,1,Drinks
267,2,4,Non Veg
267,23,4,Veg
267,18,1,Bakery
268,16,2,Drinks
268,27,1,Bakery
268,19,3,Non Veg
268,9,2,Drinks
268,21,3,Veg
270,14,1,Drinks
270,32,3,SeaFood
270,33,4,SeaFood
270,8,2,Drinks
271,9,1,Drinks
271,42,1,Non Veg
271,37,3,Veg
271,15,4,Drinks
271,45,2,Non Veg
271,18,1,Bakery
271,26,3,Drinks
272,22,2,Veg
272,39,2,Non Veg
272,47,3,Veg
272,3,2,Non Veg
272,43,4,Veg
272,49,1,Non Veg
272,40,3,Veg
273,14,1,Drinks
273,2,4,Non Veg
273,46,3,Veg
273,15,1,Drinks
274,38,2,Non Veg
274,30,4,SeaFood
274,24,4,Veg
274,15,1,Drinks
274,45,1,Non Veg
274,13,2,Drinks
275,14,1,Drinks
275,10,1,Drinks
275,7,1,Drinks
275,4,1,Non Veg
275,26,4,Drinks
275,11,4,Drinks
275,11,4,Drinks
276,14,2,Drinks
276,23,1,Veg
276,46,1,Veg
277,16,1,Drinks
277,14,3,Drinks
277,38,3,Non Veg
277,12,4,Drinks
277,8,1,Drinks
277,8,4,Drinks
278,19,4,Non Veg
278,34,4,SeaFood
278,28,2,Drinks
278,18,1,Bakery
278,11,4,Drinks
279,22,1,Veg
279,19,2,Non Veg
279,3,3,Non Veg
279,36,4,SeaFood
280,34,2,SeaFood
280,21,2,Veg
280,37,4,Veg
280,40,1,Veg
280,29,4,Non Veg
281,16,1,Drinks
281,44,3,Non Veg
282,22,2,Veg
282,16,2,Drinks
282,3,2,Non Veg
282,45,3,Non Veg
282,40,1,Veg
282,13,4,Drinks
283,34,4,SeaFood
283,43,4,Veg
283,4,4,Non Veg
283,32,2,SeaFood
283,45,3,Non Veg
283,45,2,Non Veg
283,31,1,Non Veg
284,16,3,Drinks
284,27,1,Bakery
284,17,3,Bakery
284,47,1,Veg
284,7,4,Drinks
284,4,2,Non Veg
284,33,2,SeaFood
285,22,2,Veg
285,25,4,Drinks
285,19,1,Non Veg
285,17,1,Bakery
285,34,3,SeaFood
285,38,1,Non Veg
285,23,2,Veg
285,12,3,Drinks
285,24,4,Veg
285,46,2,Veg
286,27,2,Bakery
286,19,3,Non Veg
286,19,2,Non Veg
286,20,4,Veg
286,49,2,Non Veg
286,41,2,Veg
287,47,3,Veg
287,2,4,Non Veg
287,8,2,Drinks
289,30,3,SeaFood
289,44,3,Non Veg
289,26,3,Drinks
289,11,2,Drinks
289,11,4,Drinks
290,14,3,Drinks
290,38,2,Non Veg
290,28,4,Drinks
290,33,1,SeaFood
290,31,3,Non Veg
290,18,1,Bakery
291,17,1,Bakery
291,21,2,Veg
291,44,3,Non Veg
291,8,4,Drinks
292,17,3,Bakery
292,9,1,Drinks
292,30,1,SeaFood
292,30,3,SeaFood
292,10,3,Drinks
292,35,4,SeaFood
293,21,1,Veg
293,48,3,Bakery
293,18,3,Bakery
294,49,1,Non Veg
294,45,4,Non Veg
294,40,1,Veg
294,13,3,Drinks
295,48,1,Bakery
295,2,3,Non Veg
295,2,2,Non Veg
295,7,2,Drinks
296,48,4,Bakery
296,12,4,Drinks
296,24,1,Veg
296,13,4,Drinks
296,1,1,EggFood
297,22,2,Veg
297,48,2,Bakery
297,2,2,Non Veg
297,10,1,Drinks
297,23,4,Veg
297,24,3,Veg
297,36,2,SeaFood
297,8,2,Drinks
298,25,1,Drinks
298,27,1,Bakery
298,2,3,Non Veg
298,32,4,SeaFood
299,25,3,Drinks
299,30,4,SeaFood
299,32,4,SeaFood
299,5,2,Non Veg
299,13,4,Drinks
300,10,1,Drinks
300,32,3,SeaFood
300,41,2,Veg
300,18,1,Bakery
300,26,4,Drinks
301,3,1,Non Veg
301,42,4,Non Veg
301,30,1,SeaFood
301,12,1,Drinks
301,24,1,Veg
301,45,1,Non Veg
302,27,2,Bakery
302,34,4,SeaFood
302,23,3,Veg
302,12,1,Drinks
302,49,4,Non Veg
302,13,1,Drinks
302,18,4,Bakery
303,6,3,EggFood
303,3,3,Non Veg
303,14,3,Drinks
303,14,1,Drinks
303,48,1,Bakery
303,46,2,Veg
303,44,1,Non Veg
303,15,4,Drinks
303,45,1,Non Veg
303,18,1,Bakery
304,43,2,Veg
304,24,3,Veg
305,44,2,Non Veg
306,47,3,Veg
306,29,4,Non Veg
307,23,2,Veg
307,45,2,Non Veg
308,30,3,SeaFood
308,10,2,Drinks
308,37,4,Veg
308,44,2,Non Veg
308,41,1,Veg
309,17,1,Bakery
309,14,3,Drinks
309,48,3,Bakery
309,2,4,Non Veg
309,13,1,Drinks
309,1,2,EggFood
310,16,2,Drinks
310,9,2,Drinks
310,42,4,Non Veg
310,44,4,Non Veg
310,36,1,SeaFood
310,31,1,Non Veg
311,17,3,Bakery
311,30,2,SeaFood
311,37,1,Veg
311,33,4,SeaFood
312,6,3,EggFood
312,17,2,Bakery
312,4,2,Non Veg
312,15,1,Drinks
312,45,3,Non Veg
312,1,2,EggFood
313,25,4,Drinks
313,17,4,Bakery
313,3,3,Non Veg
313,14,1,Drinks
313,12,4,Drinks
313,20,1,Veg
313,44,2,Non Veg
313,33,3,SeaFood
313,29,3,Non Veg
314,48,1,Bakery
314,10,1,Drinks
314,28,4,Drinks
314,15,1,Drinks
314,40,1,Veg
314,8,3,Drinks
315,27,2,Bakery
315,28,3,Drinks
315,37,1,Veg
315,15,3,Drinks
315,31,2,Non Veg
315,29,2,Non Veg
316,39,4,Non Veg
316,17,4,Bakery
316,10,2,Drinks
316,8,4,Drinks
316,35,4,SeaFood
317,39,3,Non Veg
317,38,2,Non Veg
317,12,3,Drinks
317,24,2,Veg
317,24,4,Veg
317,41,2,Veg
317,36,3,SeaFood
317,1,2,EggFood
318,27,2,Bakery
318,17,1,Bakery
318,23,4,Veg
318,35,3,SeaFood
319,48,4,Bakery
319,10,3,Drinks
319,24,3,Veg
319,24,3,Veg
319,20,2,Veg
319,5,3,Non Veg
319,11,1,Drinks
319,11,3,Drinks
320,48,2,Bakery
320,28,2,Drinks
320,24,3,Veg
320,36,1,SeaFood
320,26,2,Drinks
321,12,3,Drinks
321,40,1,Veg
321,18,1,Bakery
322,16,2,Drinks
322,9,2,Drinks
322,9,3,Drinks
322,43,2,Veg
322,43,3,Veg
322,44,3,Non Veg
322,33,4,SeaFood
322,13,2,Drinks
322,18,1,Bakery
322,35,2,SeaFood
322,29,4,Non Veg
323,22,3,Veg
323,19,2,Non Veg
323,17,3,Bakery
323,37,1,Veg
323,31,2,Non Veg
324,28,3,Drinks
324,37,1,Veg
324,4,2,Non Veg
324,44,1,Non Veg
324,5,1,Non Veg
324,33,3,SeaFood
324,40,2,Veg
325,3,1,Non Veg
325,43,1,Veg
325,4,4,Non Veg
325,24,2,Veg
325,40,3,Veg
325,41,2,Veg
326,27,4,Bakery
326,27,1,Bakery
326,34,4,SeaFood
326,23,2,Veg
327,48,1,Bakery
327,46,1,Veg
327,33,1,SeaFood
327,40,1,Veg
327,36,1,SeaFood
327,8,4,Drinks
328,27,4,Bakery
328,14,3,Drinks
328,21,3,Veg
328,48,4,Bakery
328,31,3,Non Veg
329,2,4,Non Veg
329,30,4,SeaFood
329,7,1,Drinks
329,18,3,Bakery
330,27,4,Bakery
330,47,4,Veg
330,33,3,SeaFood
330,18,3,Bakery
331,30,2,SeaFood
331,23,3,Veg
331,36,1,SeaFood
331,36,2,SeaFood
332,30,1,SeaFood
332,43,1,Veg
332,37,2,Veg
332,12,2,Drinks
332,46,4,Veg
333,27,3,Bakery
333,34,3,SeaFood
333,32,2,SeaFood
334,17,4,Bakery
334,9,3,Drinks
334,41,3,Veg
334,1,4,EggFood
335,30,2,SeaFood
335,12,4,Drinks
335,36,2,SeaFood
336,2,2,Non Veg
336,30,3,SeaFood
336,18,1,Bakery
336,29,2,Non Veg
336,26,1,Drinks
337,9,2,Drinks
337,46,4,Veg
337,44,4,Non Veg
337,8,3,Drinks
337,31,4,Non Veg
338,18,4,Bakery
339,38,1,Non Veg
339,49,3,Non Veg
339,44,1,Non Veg
339,45,4,Non Veg
339,40,2,Veg
340,17,4,Bakery
340,8,2,Drinks
341,39,3,Non Veg
341,39,3,Non Veg
341,47,4,Veg
341,3,3,Non Veg
341,12,2,Drinks
341,33,4,SeaFood
342,25,2,Drinks
342,38,2,Non Veg
342,12,2,Drinks
342,13,3,Drinks
342,36,4,SeaFood
342,29,1,Non Veg
343,33,1,SeaFood
343,45,4,Non Veg
344,6,3,EggFood
344,9,3,Drinks
344,38,1,Non Veg
344,44,4,Non Veg
344,13,2,Drinks
345,39,4,Non Veg
345,39,1,Non Veg
345,42,2,Non Veg
345,23,3,Veg
345,20,4,Veg
346,16,2,Drinks
346,27,2,Bakery
346,10,1,Drinks
346,12,4,Drinks
346,24,2,Veg
346,24,4,Veg
346,8,3,Drinks
346,35,1,SeaFood
346,29,4,Non Veg
346,11,4,Drinks
347,43,1,Veg
347,4,1,Non Veg
347,45,3,Non Veg
347,29,4,Non Veg
348,39,2,Non Veg
348,16,4,Drinks
348,14,2,Drinks
348,24,2,Veg
348,49,2,Non Veg
349,44,4,Non Veg
349,31,4,Non Veg
350,6,4,EggFood
350,47,2,Veg
350,15,1,Drinks
351,39,2,Non Veg
351,39,1,Non Veg
351,3,3,Non Veg
351,21,3,Veg
351,48,4,Bakery
351,2,3,Non Veg
351,43,4,Veg
351,15,2,Drinks
351,5,3,Non Veg
351,41,1,Veg
352,24,1,Veg
352,44,2,Non Veg
352,1,1,EggFood
352,11,3,Drinks
353,6,3,EggFood
353,3,4,Non Veg
353,3,3,Non Veg
353,28,4,Drinks
353,44,4,Non Veg
353,31,4,Non Veg
354,9,4,Drinks
354,42,4,Non Veg
354,5,1,Non Veg
354,36,3,SeaFood
354,18,4,Bakery
355,17,4,Bakery
355,47,1,Veg
355,9,1,Drinks
355,3,3,Non Veg
355,3,4,Non Veg
355,4,3,Non Veg
355,13,1,Drinks
355,11,2,Drinks
356,35,3,SeaFood
357,14,2,Drinks
357,28,2,Drinks
357,20,3,Veg
358,47,3,Veg
358,9,4,Drinks
358,38,1,Non Veg
358,2,3,Non Veg
358,37,2,Veg
358,11,3,Drinks
359,25,2,Drinks
359,14,4,Drinks
359,7,1,Drinks
359,24,2,Veg
359,46,3,Veg
360,22,3,Veg
360,34,3,SeaFood
360,2,2,Non Veg
360,2,1,Non Veg
360,37,2,Veg
360,7,1,Drinks
360,13,2,Drinks
360,13,2,Drinks
361,47,3,Veg
361,14,2,Drinks
361,45,3,Non Veg
361,45,3,Non Veg
361,11,1,Drinks
362,39,3,Non Veg
362,10,3,Drinks
362,28,4,Drinks
362,12,3,Drinks
362,49,2,Non Veg
362,32,1,SeaFood
362,40,2,Veg
363,19,1,Non Veg
363,47,1,Veg
363,47,4,Veg
363,43,3,Veg
363,32,1,SeaFood
363,8,3,Drinks
364,6,1,EggFood
364,39,2,Non Veg
364,42,4,Non Veg
364,40,2,Veg
364,8,3,Drinks
365,39,2,Non Veg
365,9,2,Drinks
365,37,1,Veg
365,45,2,Non Veg
365,41,2,Veg
365,13,2,Drinks
366,42,1,Non Veg
366,12,4,Drinks
366,7,1,Drinks
367,3,4,Non Veg
367,2,3,Non Veg
367,10,3,Drinks
367,10,2,Drinks
367,12,1,Drinks
367,15,3,Drinks
367,35,2,SeaFood
367,29,1,Non Veg
368,27,1,Bakery
368,9,2,Drinks
368,42,3,Non Veg
368,23,3,Veg
368,12,2,Drinks
368,4,1,Non Veg
368,41,2,Veg
369,27,4,Bakery
369,9,1,Drinks
370,16,1,Drinks
370,34,4,SeaFood
370,14,2,Drinks
370,15,1,Drinks
370,5,3,Non Veg
370,18,1,Bakery
370,26,1,Drinks
371,42,1,Non Veg
371,30,2,SeaFood
371,12,2,Drinks
371,46,1,Veg
371,5,4,Non Veg
372,34,2,SeaFood
372,10,3,Drinks
372,5,2,Non Veg
372,45,4,Non Veg
372,31,1,Non Veg
373,9,3,Drinks
373,49,2,Non Veg
373,45,1,Non Veg
373,1,1,EggFood
374,19,2,Non Veg
374,19,3,Non Veg
374,17,1,Bakery
374,2,4,Non Veg
374,29,3,Non Veg
374,26,3,Drinks
375,39,4,Non Veg
375,27,3,Bakery
375,19,2,Non Veg
375,1,4,EggFood
375,1,3,EggFood
376,22,2,Veg
376,16,2,Drinks
376,48,2,Bakery
376,43,3,Veg
376,32,4,SeaFood
376,31,4,Non Veg
377,6,4,EggFood
377,28,2,Drinks
377,40,2,Veg
378,47,1,Veg
378,24,3,Veg
378,49,4,Non Veg
378,49,3,Non Veg
379,42,4,Non Veg
379,18,1,Bakery
380,25,3,Drinks
380,16,4,Drinks
380,47,3,Veg
380,37,1,Veg
381,17,2,Bakery
381,38,2,Non Veg
381,38,4,Non Veg
381,24,4,Veg
381,5,4,Non Veg
382,47,1,Veg
382,9,3,Drinks
382,1,2,EggFood
382,11,3,Drinks
383,10,3,Drinks
383,35,4,SeaFood
384,10,1,Drinks
384,20,2,Veg
384,46,4,Veg
384,40,1,Veg
384,1,4,EggFood
384,1,2,EggFood
385,27,2,Bakery
385,19,4,Non Veg
385,17,3,Bakery
385,47,4,Veg
385,34,2,SeaFood
385,28,1,Drinks
385,40,4,Veg
385,36,4,SeaFood
386,30,2,SeaFood
386,10,2,Drinks
386,28,3,Drinks
386,23,2,Veg
387,34,1,SeaFood
387,48,2,Bakery
387,43,2,Veg
387,4,2,Non Veg
387,8,3,Drinks
388,22,1,Veg
388,47,4,Veg
388,3,3,Non Veg
388,40,4,Veg
389,28,3,Drinks
389,24,3,Veg
389,40,4,Veg
389,41,4,Veg
389,36,4,SeaFood
389,8,2,Drinks
390,27,4,Bakery
390,34,1,SeaFood
390,38,4,Non Veg
390,43,2,Veg
390,37,3,Veg
390,24,1,Veg
390,5,1,Non Veg
391,3,3,Non Veg
391,10,3,Drinks
391,40,1,Veg
391,18,4,Bakery
392,27,3,Bakery
392,48,2,Bakery
392,28,3,Drinks
392,33,2,SeaFood
392,1,4,EggFood
393,6,1,EggFood
393,17,2,Bakery
393,30,1,SeaFood
394,14,2,Drinks
394,38,2,Non Veg
394,48,4,Bakery
394,2,1,Non Veg
394,40,3,Veg
394,11,3,Drinks
395,39,3,Non Veg
395,47,4,Veg
395,21,4,Veg
395,23,1,Veg
395,37,2,Veg
395,7,1,Drinks
396,6,2,EggFood
396,25,4,Drinks
396,10,1,Drinks
396,4,2,Non Veg
396,46,3,Veg
396,15,4,Drinks
396,5,3,Non Veg
396,41,4,Veg
396,36,1,SeaFood
397,39,4,Non Veg
397,47,2,Veg
397,34,2,SeaFood
397,38,4,Non Veg
397,28,1,Drinks
397,46,2,Veg
397,13,3,Drinks
397,1,1,EggFood
399,16,1,Drinks
399,34,1,SeaFood
399,48,4,Bakery
400,25,2,Drinks
400,34,2,SeaFood
400,14,2,Drinks
400,23,2,Veg
400,33,1,SeaFood
400,8,4,Drinks
400,18,2,Bakery
401,6,1,EggFood
401,39,2,Non Veg
401,49,3,Non Veg
402,2,1,Non Veg
402,43,2,Veg
402,7,4,Drinks
402,20,1,Veg
403,14,1,Drinks
403,23,2,Veg
403,37,2,Veg
403,5,2,Non Veg
404,16,4,Drinks
404,3,4,Non Veg
404,49,1,Non Veg
404,32,4,SeaFood
404,13,4,Drinks
404,36,4,SeaFood
405,22,1,Veg
405,19,3,Non Veg
405,3,1,Non Veg
405,34,3,SeaFood
405,23,1,Veg
405,5,2,Non Veg
405,41,4,Veg
405,36,4,SeaFood
406,17,4,Bakery
406,42,3,Non Veg
406,48,4,Bakery
406,49,2,Non Veg
406,46,3,Veg
406,8,3,Drinks
407,19,1,Non Veg
407,44,1,Non Veg
407,26,2,Drinks
408,17,1,Bakery
408,48,2,Bakery
408,30,1,SeaFood
408,28,1,Drinks
408,12,2,Drinks
408,36,3,SeaFood
409,27,4,Bakery
409,38,4,Non Veg
409,37,2,Veg
409,32,2,SeaFood
409,41,1,Veg
410,42,4,Non Veg
410,34,2,SeaFood
410,48,4,Bakery
410,35,4,SeaFood
410,29,4,Non Veg
411,6,4,EggFood
411,18,4,Bakery
412,48,1,Bakery
412,10,1,Drinks
412,33,1,SeaFood
412,45,3,Non Veg
412,35,3,SeaFood
413,6,4,EggFood
413,4,2,Non Veg
414,49,1,Non Veg
414,13,2,Drinks
414,26,1,Drinks
415,25,1,Drinks
415,45,2,Non Veg
416,9,1,Drinks
416,34,4,SeaFood
416,34,1,SeaFood
416,14,1,Drinks
416,14,4,Drinks
416,23,1,Veg
416,7,2,Drinks
416,4,1,Non Veg
416,18,3,Bakery
416,1,3,EggFood
416,1,3,EggFood
416,26,3,Drinks
417,19,4,Non Veg
417,47,4,Veg
417,48,1,Bakery
417,2,4,Non Veg
417,10,3,Drinks
417,12,1,Drinks
417,46,3,Veg
417,15,1,Drinks
417,33,2,SeaFood
417,26,1,Drinks
418,48,4,Bakery
418,46,3,Veg
418,44,1,Non Veg
418,45,4,Non Veg
419,27,2,Bakery
419,9,3,Drinks
419,9,4,Drinks
419,10,1,Drinks
419,23,1,Veg
419,12,4,Drinks
419,32,3,SeaFood
419,36,2,SeaFood
419,35,4,SeaFood
420,22,3,Veg
420,37,3,Veg
420,31,1,Non Veg
420,35,4,SeaFood
420,35,1,SeaFood
420,29,3,Non Veg
421,25,1,Drinks
421,21,2,Veg
421,38,3,Non Veg
421,36,2,SeaFood
421,8,4,Drinks
422,14,3,Drinks
422,30,4,SeaFood
422,37,1,Veg
422,5,1,Non Veg
422,13,3,Drinks
423,25,4,Drinks
423,25,1,Drinks
423,2,4,Non Veg
423,1,1,EggFood
424,34,4,SeaFood
424,20,4,Veg
424,15,1,Drinks
424,8,1,Drinks
425,39,1,Non Veg
425,38,4,Non Veg
425,43,1,Veg
425,40,4,Veg
425,26,2,Drinks
426,21,2,Veg
426,12,1,Drinks
426,45,1,Non Veg
426,13,4,Drinks
427,27,2,Bakery
427,19,4,Non Veg
427,19,2,Non Veg
427,38,2,Non Veg
427,48,3,Bakery
427,44,1,Non Veg
428,27,2,Bakery
428,2,3,Non Veg
428,23,3,Veg
428,49,4,Non Veg
428,49,2,Non Veg
428,1,1,EggFood
429,16,3,Drinks
429,24,4,Veg
429,1,4,EggFood
430,6,4,EggFood
430,25,2,Drinks
430,27,2,Bakery
430,21,3,Veg
430,48,3,Bakery
430,36,2,SeaFood
430,8,2,Drinks
431,22,3,Veg
431,13,3,Drinks
431,13,2,Drinks
432,17,3,Bakery
432,31,1,Non Veg
432,11,4,Drinks
433,21,1,Veg
433,31,1,Non Veg
433,1,4,EggFood
434,14,4,Drinks
434,32,1,SeaFood
434,33,1,SeaFood
434,41,1,Veg
435,6,1,EggFood
435,25,1,Drinks
435,46,1,Veg
436,38,1,Non Veg
436,38,4,Non Veg
436,2,3,Non Veg
436,5,2,Non Veg
436,41,1,Veg
436,29,1,Non Veg
436,11,1,Drinks
437,27,1,Bakery
437,47,1,Veg
437,3,2,Non Veg
437,3,4,Non Veg
437,30,1,SeaFood
437,28,2,Drinks
437,7,4,Drinks
437,20,3,Veg
437,41,4,Veg
437,41,4,Veg
438,9,4,Drinks
438,9,4,Drinks
438,42,2,Non Veg
438,10,3,Drinks
438,44,2,Non Veg
438,41,2,Veg
439,6,3,EggFood
439,48,4,Bakery
439,45,4,Non Veg
439,41,3,Veg
439,41,4,Veg
439,13,4,Drinks
439,29,2,Non Veg
440,22,4,Veg
441,47,2,Veg
441,33,3,SeaFood
441,31,3,Non Veg
442,39,3,Non Veg
442,27,3,Bakery
442,27,4,Bakery
442,48,3,Bakery
442,48,4,Bakery
442,30,4,SeaFood
442,7,2,Drinks
442,32,2,SeaFood
442,5,2,Non Veg
442,40,1,Veg
442,26,2,Drinks
443,27,3,Bakery
443,38,1,Non Veg
443,13,2,Drinks
444,19,3,Non Veg
444,3,4,Non Veg
444,14,2,Drinks
444,4,4,Non Veg
444,4,4,Non Veg
444,4,2,Non Veg
444,46,2,Veg
444,36,2,SeaFood
444,29,2,Non Veg
445,47,1,Veg
445,12,1,Drinks
445,20,1,Veg
445,8,2,Drinks
446,22,2,Veg
446,42,2,Non Veg
446,21,1,Veg
446,43,2,Veg
446,28,3,Drinks
446,5,1,Non Veg
446,31,2,Non Veg
446,18,2,Bakery
447,6,4,EggFood
447,34,3,SeaFood
447,48,1,Bakery
447,4,3,Non Veg
447,15,1,Drinks
448,39,3,Non Veg
448,34,2,SeaFood
448,12,3,Drinks
449,25,1,Drinks
449,34,2,SeaFood
449,43,2,Veg
449,7,1,Drinks
449,24,3,Veg
449,5,2,Non Veg
449,35,2,SeaFood
450,39,2,Non Veg
450,48,4,Bakery
450,5,3,Non Veg
451,8,2,Drinks
452,25,4,Drinks
452,42,1,Non Veg
452,18,4,Bakery
453,6,3,EggFood
453,22,1,Veg
453,28,1,Drinks
454,27,1,Bakery
454,14,3,Drinks
454,28,4,Drinks
454,40,2,Veg
454,35,4,SeaFood
454,11,3,Drinks
455,25,3,Drinks
455,16,1,Drinks
455,19,4,Non Veg
455,9,1,Drinks
455,3,3,Non Veg
455,24,4,Veg
455,45,1,Non Veg
455,36,3,SeaFood
456,34,4,SeaFood
456,23,1,Veg
456,15,3,Drinks
456,29,2,Non Veg
456,11,4,Drinks
457,39,1,Non Veg
458,21,1,Veg
458,43,4,Veg
458,36,4,SeaFood
459,34,3,SeaFood
459,43,1,Veg
459,31,3,Non Veg
460,6,4,EggFood
460,22,2,Veg
460,9,4,Drinks
460,7,3,Drinks
460,7,4,Drinks
460,15,4,Drinks
460,45,3,Non Veg
461,28,4,Drinks
461,12,3,Drinks
461,20,1,Veg
461,36,4,SeaFood
462,25,3,Drinks
462,19,1,Non Veg
463,6,1,EggFood
463,22,3,Veg
463,27,2,Bakery
463,17,2,Bakery
463,14,2,Drinks
463,43,4,Veg
463,36,3,SeaFood
464,47,3,Veg
464,15,1,Drinks
464,41,4,Veg
464,26,4,Drinks
465,16,1,Drinks
465,2,3,Non Veg
465,30,1,SeaFood
465,46,2,Veg
465,8,3,Drinks
466,25,4,Drinks
466,38,1,Non Veg
466,4,1,Non Veg
467,25,4,Drinks
467,27,2,Bakery
467,17,1,Bakery
467,28,2,Drinks
467,4,4,Non Veg
467,32,3,SeaFood
467,5,1,Non Veg
468,25,2,Drinks
468,17,4,Bakery
468,38,4,Non Veg
468,30,3,SeaFood
468,4,4,Non Veg
468,45,3,Non Veg
468,41,2,Veg
469,6,2,EggFood
469,42,4,Non Veg
469,48,4,Bakery
469,23,3,Veg
469,13,3,Drinks
469,13,4,Drinks
469,1,2,EggFood
469,26,2,Drinks
470,47,3,Veg
470,4,1,Non Veg
470,32,1,SeaFood
471,6,1,EggFood
471,25,1,Drinks
471,47,3,Veg
471,34,1,SeaFood
471,32,2,SeaFood
471,18,1,Bakery
471,1,4,EggFood
472,28,1,Drinks
472,49,4,Non Veg
473,47,3,Veg
473,14,4,Drinks
473,37,4,Veg
473,24,3,Veg
473,35,2,SeaFood
474,29,3,Non Veg
475,22,1,Veg
475,17,2,Bakery
475,17,1,Bakery
475,2,3,Non Veg
475,10,4,Drinks
476,14,4,Drinks
476,20,1,Veg
476,49,1,Non Veg
476,49,4,Non Veg
476,5,3,Non Veg
477,27,1,Bakery
478,9,2,Drinks
478,38,3,Non Veg
478,30,3,SeaFood
478,20,3,Veg
478,32,4,SeaFood
478,33,3,SeaFood
478,33,4,SeaFood
478,18,1,Bakery
479,27,4,Bakery
479,14,2,Drinks
479,43,4,Veg
480,19,2,Non Veg
480,19,1,Non Veg
480,19,2,Non Veg
480,34,3,SeaFood
480,12,3,Drinks
480,33,2,SeaFood
480,13,4,Drinks
480,29,2,Non Veg
480,11,1,Drinks
481,9,1,Drinks
481,38,3,Non Veg
481,38,2,Non Veg
481,12,3,Drinks
481,40,2,Veg
482,39,2,Non Veg
482,25,4,Drinks
482,17,4,Bakery
482,37,1,Veg
482,20,2,Veg
482,45,1,Non Veg
483,27,1,Bakery
483,10,1,Drinks
483,35,4,SeaFood
483,11,2,Drinks
484,2,2,Non Veg
484,30,1,SeaFood
484,31,2,Non Veg
485,19,4,Non Veg
485,9,2,Drinks
485,28,1,Drinks
485,46,2,Veg
486,19,1,Non Veg
486,3,1,Non Veg
486,42,3,Non Veg
486,42,1,Non Veg
486,13,2,Drinks
487,25,1,Drinks
487,47,2,Veg
487,14,4,Drinks
487,10,1,Drinks
487,43,4,Veg
487,28,1,Drinks
487,36,4,SeaFood
487,8,2,Drinks
487,35,4,SeaFood
488,14,2,Drinks
488,4,1,Non Veg
488,24,2,Veg
488,40,4,Veg
489,25,4,Drinks
489,19,2,Non Veg
489,3,4,Non Veg
489,37,2,Veg
489,33,4,SeaFood
489,35,4,SeaFood
489,26,3,Drinks
489,11,2,Drinks
490,30,4,SeaFood
490,15,4,Drinks
490,13,2,Drinks
490,35,2,SeaFood
491,16,4,Drinks
491,37,3,Veg
491,20,4,Veg
491,46,4,Veg
491,45,2,Non Veg
492,21,4,Veg
492,21,3,Veg
492,4,3,Non Veg
493,39,3,Non Veg
493,27,1,Bakery
493,30,3,SeaFood
493,10,4,Drinks
494,25,1,Drinks
494,4,4,Non Veg
494,46,2,Veg
494,31,4,Non Veg
494,29,2,Non Veg
495,38,3,Non Veg
495,7,1,Drinks
495,45,1,Non Veg
495,36,4,SeaFood
496,22,4,Veg
496,16,3,Drinks
496,43,2,Veg
496,23,2,Veg
496,32,2,SeaFood
496,26,3,Drinks
497,17,4,Bakery
497,34,1,SeaFood
497,2,2,Non Veg
497,4,3,Non Veg
497,24,4,Veg
497,1,3,EggFood
497,26,2,Drinks
498,18,1,Bakery
498,29,3,Non Veg
499,19,1,Non Veg
499,19,1,Non Veg
499,31,1,Non Veg
500,6,4,EggFood
500,21,4,Veg
500,23,3,Veg
501,22,1,Veg
501,9,2,Drinks
501,10,2,Drinks
501,37,4,Veg
501,37,1,Veg
501,4,3,Non Veg
501,44,2,Non Veg
501,40,2,Veg
501,31,1,Non Veg
501,18,4,Bakery
501,35,4,SeaFood
